# JMP-table dispatch audit
# total sites: 3540
#
# Summary:
#   static_target           3347  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          37  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          71    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table            84    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      1    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$072B2E  in func $072B18  base $01ABC6  kind=static_target
$072BB6  in func $072B96  base $00172C  kind=static_target
$072C04  in func $072BFA  base $001AD2  kind=static_target
$072C62  in func $072C3C  base $084220  kind=static_target
$072CB8  in func $072C9E  base $0844CE  kind=static_target
$072CF4  in func $072CDA  base $01ABB6  kind=static_target
$072D1E  in func $072D18  base $01ABB6  kind=static_target
$072D72  in func $072D6C  base $08488A  kind=static_target
$072DE4  in func $072DE4  base $0852A0  kind=static_target
$072E4E  in func $072E36  base $0852A0  kind=static_target
$072ED4  in func $072EBC  base $085940  kind=static_target
$072F46  in func $072F40  base $01ABC6  kind=static_target
$072FAC  in func $072FA0  base $01ABC6  kind=static_target
$072FE4  in func $072FD8  base $01ABC6  kind=static_target
$073032  in func $07302E  base $00172C  kind=static_target
$073046  in func $073046  base $085CA4  kind=static_target
$07306A  in func $073054  base $01ABC6  kind=static_target
$073088  in func $073088  base $0852AE  kind=static_target
$0730AA  in func $07308E  base $084114  kind=static_target
$0730BA  in func $0730B0  base $084914  kind=static_target
$0730EC  in func $0730EC  base $084914  kind=static_target
$0730F2  in func $0730F2  base $01ABB6  kind=static_target
$073122  in func $073100  base $084060  kind=static_target
$073132  in func $073128  base $084914  kind=static_target
$07315E  in func $073152  base $01ABC6  kind=static_target
$07316E  in func $073164  base $084038  kind=static_target
$073186  in func $073174  base $01ABC6  kind=static_target
$07318C  in func $07318C  base $01ABB6  kind=static_target
$0731C2  in func $0731B0  base $01ABC6  kind=static_target
$0731C8  in func $0731C8  base $01ABB6  kind=static_target
$0731FA  in func $0731F4  base $0849C6  kind=static_target
$073214  in func $073212  base $0849C6  kind=static_target
$073264  in func $073264  base $01ABC6  kind=static_target
$07326A  in func $07326A  base $01ABB6  kind=static_target
$073286  in func $073270  base $01ABC6  kind=static_target
$0732A2  in func $07328C  base $01ABC6  kind=static_target
$0732B4  in func $0732A8  base $01ABC6  kind=static_target
$073334  in func $07332E  base $085140  kind=static_target
$07335E  in func $073358  base $01ABC6  kind=static_target
$073390  in func $073384  base $084934  kind=static_target
$0733DC  in func $0733CA  base $084934  kind=static_target
$07360C  in func $073604  base $085AA4  kind=static_target
$07366C  in func $073654  base $084060  kind=static_target
$0738F2  in func $0738D6  base $084914  kind=static_target
$073954  in func $073906  base $085940  kind=static_target
$07395A  in func $07395A  base $085CA4  kind=static_target
$073974  in func $073960  base $084060  kind=static_target
$0739E0  in func $0739B2  base $084060  kind=static_target
$0739EC  in func $0739E6  base $08488A  kind=static_target
$073A1A  in func $073A1A  base $08488A  kind=static_target
$073A64  in func $073A52  base $01ABC6  kind=static_target
$073ABE  in func $073ABE  base $084934  kind=static_target
$073AFC  in func $073AF6  base $08488A  kind=static_target
$073B1E  in func $073B12  base $084898  kind=static_target
$073B7C  in func $073B56  base $084060  kind=static_target
$073B9A  in func $073B82  base $084060  kind=static_target
$073BF0  in func $073BDC  base $01ABC6  kind=static_target
$073C1E  in func $073C0A  base $084920  kind=static_target
$073C7C  in func $073C78  base $084060  kind=static_target
$073CA4  in func $073C82  base $01ABC6  kind=static_target
$073D32  in func $073D32  base $08488A  kind=static_target
$073D6E  in func $073D62  base $084C42  kind=static_target
$073D82  in func $073D74  base $01B588  kind=static_target
$073DC2  in func $073DB6  base $08488A  kind=static_target
$073DF0  in func $073DEA  base $08488A  kind=static_target
$073E22  in func $073E0E  base $01ABC6  kind=static_target
$073E34  in func $073E30  base $084038  kind=static_target
$073E72  in func $073E5E  base $084400  kind=static_target
$073E9C  in func $073E9C  base $0852A0  kind=static_target
$073EDC  in func $073EB4  base $01ABC6  kind=static_target
$073F0A  in func $073EEE  base $01ABC6  kind=static_target
$073F16  in func $073F10  base $01ABB6  kind=static_target
$073FDC  in func $073FCE  base $01E2A6  kind=static_target
$074092  in func $074086  base $084220  kind=static_target
$0740A4  in func $074098  base $01ABC6  kind=static_target
$0740DE  in func $0740AA  base $01ABC6  kind=static_target
$074276  in func $074262  base $084914  kind=static_target
$074308  in func $0742A8  base $084060  kind=static_target
$07430E  in func $07430E  base $08488A  kind=static_target
$074324  in func $074314  base $084060  kind=static_target
$0743E0  in func $0743CE  base $08488A  kind=static_target
$074422  in func $074412  base $08488A  kind=static_target
$074442  in func $074442  base $08488A  kind=static_target
$0744E4  in func $0744E4  base $08488A  kind=static_target
$07450C  in func $0744FC  base $08488A  kind=static_target
$074528  in func $074528  base $08488A  kind=static_target
$07455C  in func $07455C  base $08488A  kind=static_target
$0745A2  in func $0745A2  base $08488A  kind=static_target
$07463A  in func $07463A  base $08488A  kind=static_target
$0746C2  in func $07468C  base $001380  kind=static_target
$0746EE  in func $0746D8  base $084060  kind=static_target
$07470A  in func $0746F4  base $01ABC6  kind=static_target
$074734  in func $074710  base $0694AA  kind=static_target
$0747D0  in func $074784  base $084060  kind=static_target
$0747F2  in func $0747D6  base $01ABC6  kind=static_target
$074816  in func $0747F8  base $01ABC6  kind=static_target
$074860  in func $074854  base $01ABC6  kind=static_target
$07488E  in func $074866  base $01ABC6  kind=static_target
$07489A  in func $074894  base $01ABC6  kind=static_target
$0748CA  in func $0748AE  base $01ABC6  kind=static_target
$0749A8  in func $07498E  base $01ABB6  kind=static_target
$0749CA  in func $0749BE  base $08498C  kind=static_target
$0749E0  in func $0749D0  base $084A04  kind=static_target
$074A0E  in func $0749EC  base $084060  kind=static_target
$074A38  in func $074A32  base $084D78  kind=static_target
$074A94  in func $074A88  base $084D78  kind=static_target
$074AF4  in func $074ACA  base $084A04  kind=static_target
$074B70  in func $074B6E  base $084A04  kind=static_target
$074B98  in func $074B96  base $084A04  kind=static_target
$074BBA  in func $074BAE  base $08498C  kind=static_target
$074BF4  in func $074BD0  base $01ABC6  kind=static_target
$074BFA  in func $074BFA  base $01ABB6  kind=static_target
$074C1E  in func $074C0C  base $01040C  kind=static_target
$074C7E  in func $074C7A  base $01ABB6  kind=static_target
$074D42  in func $074D14  base $01ABC6  kind=static_target
$074D56  in func $074D48  base $084914  kind=static_target
$074D8A  in func $074D7C  base $084898  kind=static_target
$074DE4  in func $074DA4  base $084060  kind=static_target
$074E06  in func $074DEA  base $084220  kind=static_target
$074E0C  in func $074E0C  base $01ABB6  kind=static_target
$074E2A  in func $074E24  base $08498C  kind=static_target
$074E76  in func $074E70  base $0852A0  kind=static_target
$07507E  in func $07507A  base $084060  kind=static_target
$07508C  in func $075084  base $085A94  kind=static_target
$0751EA  in func $0751E2  base $084914  kind=static_target
$0752CE  in func $07529E  base $085940  kind=static_target
$0752E0  in func $0752D4  base $08488A  kind=static_target
$07532A  in func $07531C  base $01AB52  kind=static_target
$07539E  in func $075392  base $08488A  kind=static_target
$0753C4  in func $0753B6  base $01AB52  kind=static_target
$075456  in func $07544C  base $01AB52  kind=static_target
$0754A6  in func $0754A0  base $08488A  kind=static_target
$075668  in func $07565C  base $08459C  kind=static_target
$075702  in func $0756FC  base $08488A  kind=static_target
$0757B4  in func $0757AE  base $08488A  kind=static_target
$0757BA  in func $0757BA  base $085BA8  kind=static_target
$0757D0  in func $0757C0  base $08403C  kind=static_target
$075824  in func $075824  base $084934  kind=static_target
$075834  in func $075834  base $0852A0  kind=static_target
$075848  in func $07583A  base $084934  kind=static_target
$0758B8  in func $0758B8  base $08459C  kind=static_target
$07591E  in func $0758FC  base $084060  kind=static_target
$075930  in func $07592A  base $08488A  kind=static_target
$0759AA  in func $0759AA  base $08459C  kind=static_target
$0759BA  in func $0759B0  base $0852A0  kind=static_target
$0759E6  in func $0759D0  base $084934  kind=static_target
$0759F6  in func $0759F6  base $0852A0  kind=static_target
$075A1E  in func $0759FC  base $01ABC6  kind=static_target
$075A78  in func $075A6C  base $01ABC6  kind=static_target
$075A7E  in func $075A7E  base $01ABB6  kind=static_target
$075ACE  in func $075ACE  base $085070  kind=static_target
$075B28  in func $075B24  base $01ABC6  kind=static_target
$075B5E  in func $075B58  base $085140  kind=static_target
$075B68  in func $075B64  base $08495E  kind=static_target
$075DEE  in func $075DEE  base $085F86  kind=static_target
$075DFC  in func $075DF4  base $085A9C  kind=static_target
$075E4C  in func $075E4C  base $01ABB6  kind=static_target
$075FCE  in func $075F50  base $084220  kind=static_target
$075FEE  in func $075FD4  base $084914  kind=static_target
$076038  in func $076038  base $08488A  kind=static_target
$076068  in func $076062  base $08488A  kind=static_target
$076082  in func $07606E  base $0685E2  kind=static_target
$076094  in func $076088  base $08488A  kind=static_target
$076100  in func $0760F4  base $084220  kind=static_target
$07611A  in func $076106  base $01AB52  kind=static_target
$0761AC  in func $0761A4  base $01ABC6  kind=static_target
$0761E2  in func $0761B2  base $084220  kind=static_target
$076236  in func $076236  base $01ABC6  kind=static_target
$07630A  in func $076270  base $084220  kind=static_target
$076350  in func $076318  base $067B1C  kind=static_target
$0763AC  in func $0763A4  base $01ABC6  kind=static_target
$0763BE  in func $0763B2  base $086334  kind=static_target
$0763D2  in func $0763C4  base $08458E  kind=static_target
$076468  in func $07645E  base $01ABB6  kind=static_target
$0764CA  in func $0764C4  base $08495E  kind=static_target
$0764FC  in func $0764F8  base $08498C  kind=static_target
$07651A  in func $076516  base $08498C  kind=static_target
$07656E  in func $07656E  base $084914  kind=static_target
$076630  in func $07662A  base $084920  kind=static_target
$076658  in func $076652  base $084920  kind=static_target
$0766BE  in func $0766A8  base $01ABC6  kind=static_target
$0766C4  in func $0766C4  base $0852A0  kind=static_target
$0766F6  in func $0766CA  base $01ABC6  kind=static_target
$076872  in func $07686A  base $085A98  kind=static_target
$0768B0  in func $076896  base $01ABB6  kind=static_target
$076922  in func $076912  base $01ABB6  kind=static_target
$076A84  in func $076A42  base $00172C  kind=static_target
$076AA8  in func $076A92  base $084914  kind=static_target
$076B2A  in func $076B2A  base $08488A  kind=static_target
$076B3E  in func $076B30  base $084060  kind=static_target
$076B7A  in func $076B68  base $084060  kind=static_target
$076B80  in func $076B80  base $08488A  kind=static_target
$076BA4  in func $076B86  base $084114  kind=static_target
$076BB0  in func $076BAA  base $08488A  kind=static_target
$076C58  in func $076C48  base $084898  kind=static_target
$076C8C  in func $076C72  base $084114  kind=static_target
$076CC8  in func $076CA2  base $084114  kind=static_target
$076D08  in func $076D08  base $084400  kind=static_target
$076E16  in func $076E0A  base $01ABC6  kind=static_target
$076E48  in func $076E48  base $085BA8  kind=static_target
$076F08  in func $076EE4  base $01ABB6  kind=static_target
$076F3A  in func $076F24  base $084934  kind=static_target
$076F40  in func $076F40  base $0849D8  kind=static_target
$076F5A  in func $076F46  base $084934  kind=static_target
$076FBC  in func $076FA6  base $0857B4  kind=static_target
$07701C  in func $07701C  base $084400  kind=static_target
$07705C  in func $07704A  base $084934  kind=static_target
$077066  in func $077062  base $084F5A  kind=static_target
$0770E4  in func $0770DA  base $01ABC6  kind=static_target
$077668  in func $07764E  base $084914  kind=static_target
$0776E4  in func $0776C6  base $0842A8  kind=static_target
$077842  in func $077842  base $01ABC6  kind=static_target
$077894  in func $077894  base $01ABC6  kind=static_target
$0778D4  in func $0778BC  base $01ABC6  kind=static_target
$077980  in func $077974  base $086334  kind=static_target
$077A38  in func $077A2E  base $01ABB6  kind=static_target
$077A68  in func $077A5E  base $01ABB6  kind=static_target
$077AD0  in func $077AB8  base $077AD4  kind=fallback_hybrid/offset_table
$077B4A  in func $077B16  base $01ABC6  kind=static_target
$077B66  in func $077B50  base $0849D8  kind=static_target
$077BDA  in func $077BAE  base $01ABC6  kind=static_target
$077C02  in func $077BF0  base $0849C6  kind=static_target
$077C74  in func $077C32  base $01ABC6  kind=static_target
$077C82  in func $077C7A  base $0849D8  kind=static_target
$077CAE  in func $077C88  base $0849C6  kind=static_target
$077D06  in func $077D00  base $0852A0  kind=static_target
$077DD2  in func $077DCC  base $0852A0  kind=static_target
$077DF2  in func $077DEA  base $0849F2  kind=static_target
$077E44  in func $077E22  base $01ABC6  kind=static_target
$077E50  in func $077E4A  base $01ABB6  kind=static_target
$077F38  in func $077F02  base $01ABC6  kind=static_target
$077FB0  in func $077F94  base $084920  kind=static_target
$077FC8  in func $077FBC  base $01B588  kind=static_target
$077FF6  in func $077FEC  base $08565E  kind=static_target
$07802C  in func $078018  base $01ABC6  kind=static_target
$078032  in func $078032  base $01ABB6  kind=static_target
$078086  in func $07806C  base $084060  kind=static_target
$07811A  in func $07811A  base $024280  kind=static_target
$078258  in func $078230  base $085F86  kind=static_target
$078266  in func $07825E  base $085AA0  kind=static_target
$07851C  in func $0784F0  base $085940  kind=static_target
$078522  in func $078522  base $085CA4  kind=static_target
$078546  in func $078538  base $01ABC6  kind=static_target
$07858C  in func $078562  base $0842A8  kind=static_target
$0785BC  in func $078592  base $00172C  kind=static_target
$0785E4  in func $0785E4  base $08488A  kind=static_target
$078622  in func $078606  base $084580  kind=static_target
$078660  in func $078628  base $0685E2  kind=static_target
$078676  in func $078666  base $08488A  kind=static_target
$0786D4  in func $0786BC  base $084580  kind=static_target
